Departamento,Municipio,Año de Gestion,Total Establecimientos De Salud
BENI,LORETO,2025,9
COCAHBAMBA,SACABA,2025,32
LA PAZ,AYO AYO,2025,5
ORURO,CHALLAPATA,2025,19
LA PAZ,BATALLAS,2025,5
SANTA CRUZ,ROBORE,2025,7
COCAHBAMBA,SACABAMBA,2025,7
COCAHBAMBA,AYOPAYA (V. DE INDEPENDENCIA),2025,22
ORURO,CARANGAS,2025,1
SANTA CRUZ,FERNANDEZ ALONSO,2025,4
LA PAZ,CAIROMA,2025,10
ORURO,CARACOLLO,2025,14
LA PAZ,CARANAVI,2025,16
CHUQUISACA,TOMINA,2025,11
SANTA CRUZ,SAN ANTONIO DE LOMERIO,2025,6
PANDO,PUERTO GONZALO MORENO,2025,12
SANTA CRUZ,SAN IGNACIO DE VELASCO,2025,21
LA PAZ,CHULUMANI (V. DE LA LIBERTAD),2025,6
COCAHBAMBA,AIQUILE,2025,9
PANDO,PORVENIR,2025,1
LA PAZ,CHUMA,2025,7
COCAHBAMBA,TACACHI,2025,3
LA PAZ,COLLANA,2025,5
PANDO,NUEVO MANOA (NUEVA ESPERANZA),2025,5
SANTA CRUZ,SAN JAVIER(STC),2025,1
LA PAZ,YANACACHI,2025,7
SANTA CRUZ,CONCEPCION,2025,10
PANDO,NACEBE (SANTA ROSA DEL ABUNA),2025,5
BENI,RIBERALTA,2025,38
LA PAZ,COLQUENCHA,2025,4
SANTA CRUZ,COTOCA,2025,18
COCAHBAMBA,SIPE SIPE,2025,8
CHUQUISACA,TARVITA,2025,13
LA PAZ,CHUA COCANI,2025,6
COCAHBAMBA,SHINAOTA,2025,16
PANDO,SENA,2025,6
SANTA CRUZ,CUEVO,2025,8
BENI,PUERTO SILES,2025,3
LA PAZ,CATACORA,2025,3
PANDO,SAN PEDRO(PND),2025,6
COCAHBAMBA,ANZALDO,2025,13
CHUQUISACA,VILLA SERRANO,2025,8
LA PAZ,CHACARILLA,2025,2
SANTA CRUZ,CUATRO CANADAS,2025,8
PANDO,SAN LORENZO(PND),2025,8
SANTA CRUZ,SAN CARLOS,2025,7
LA PAZ,CHARANA,2025,5
COCAHBAMBA,ALALAY,2025,7
CHUQUISACA,ALCALA,2025,3
BENI,REYES,2025,10
COCAHBAMBA,SICAYA,2025,3
CHUQUISACA,TARABUCO,2025,11
ORURO,CHOQUE COTA,2025,1
COCAHBAMBA,QUILLACOLLO,2025,15
COCAHBAMBA,COLOMI,2025,9
ORURO,LA RIVERA,2025,1
CHUQUISACA,YOTALA,2025,10
SANTA CRUZ,PORONGO,2025,13
SANTA CRUZ,MONTERO,2025,43
ORURO,SORACACHI,2025,11
ORURO,HUAYLLAMARCA,2025,10
BENI,EXALTACION,2025,4
ORURO,TODOS SANTOS,2025,1
COCAHBAMBA,PASORAPA,2025,4
COCAHBAMBA,COLCAPIRHUA,2025,3
ORURO,HUANUNI,2025,7
SANTA CRUZ,PORTACHUELO,2025,5
SANTA CRUZ,MINEROS,2025,7
ORURO,TOLEDO,2025,8
COCAHBAMBA,OMEREQUE,2025,10
ORURO,HUACHACALLA,2025,1
ORURO,SANTUARIO DE QUILLACAS,2025,3
ORURO,SANTIAGO DE HUARI,2025,7
COCAHBAMBA,ENTRE RIOS CBBA,2025,10
ORURO,PAZNA,2025,8
SANTA CRUZ,PAILON,2025,13
COCAHBAMBA,MIZQUE,2025,15
SANTA CRUZ,OKINAWA,2025,4
ORURO,SABAYA,2025,6
ORURO,PAMPA AULLAGAS,2025,3
BENI,BAURES,2025,14
ORURO,SALINAS DE GARCI MENDOZA,2025,7
CHUQUISACA,ZUDANEZ,2025,6
COCAHBAMBA,CUCHUMUELA (V. G. VILLARROEL),2025,2
ORURO,ORURO,2025,64
SANTA CRUZ,PAMPA GRANDE,2025,7
COCAHBAMBA,MOROCHATA,2025,0
SANTA CRUZ,MORO MORO,2025,6
ORURO,MACHACAMARCA,2025,3
ORURO,TOTORA(ORR),2025,11
COCAHBAMBA,POCONA,2025,17
COCAHBAMBA,COCHABAMBA,2025,135
LA PAZ,ALTO BENI,2025,19
SANTA CRUZ,PUERTO QUIJARRO,2025,8
COCAHBAMBA,CHIMORE,2025,16
ORURO,CRUZ DE MACHACAMARCA,2025,1
SANTA CRUZ,LA GUARDIA,2025,14
BENI,HUARACAJE,2025,5
COCAHBAMBA,PUNATA,2025,10
LA PAZ,ANCORAIMES,2025,7
ORURO,CORQUE,2025,12
LA PAZ,APOLO,2025,7
SANTA CRUZ,PUERTO SUAREZ,2025,10
COCAHBAMBA,CAPINOTA,2025,7
ORURO,COIPASA,2025,1
SANTA CRUZ,GUTIERREZ,2025,12
LA PAZ,AUCAPATA,2025,6
CHUQUISACA,VILLA VACA GUZMAN (MUYUPAMPA),2025,10
ORURO,CURAHUARA DE CARANGAS,2025,4
COCAHBAMBA,PUERTO VILLARROEL,2025,29
LA PAZ,ACHOCALLA,2025,3
ORURO,EUCALIPTUS,2025,3
CHUQUISACA,YAMPARAEZ,2025,9
SANTA CRUZ,MAIRANA,2025,5
ORURO,TURCO,2025,6
SANTA CRUZ,POSTRER VALLE,2025,6
ORURO,ESMERALDA,2025,1
BENI,GUAYARAMERIN,2025,27
LA PAZ,AYATA,2025,5
ORURO,YUNGUYO DE LITORAL,2025,1
COCAHBAMBA,COCAPATA,2025,30
ORURO,ESCARA,2025,1
SANTA CRUZ,PUCARA,2025,3
SANTA CRUZ,LAGUNILLAS,2025,9
LA PAZ,ACHACACHI,2025,19
ORURO,EL CHORO,2025,6
COCAHBAMBA,CLIZA,2025,6
COCAHBAMBA,POJO (CBBA),2025,13
COCAHBAMBA,TACOPAYA,2025,7
PANDO,PUERTO RICO,2025,3
SANTA CRUZ,COMARAPA,2025,13
SANTA CRUZ,SAN RAFAEL,2025,2
COCAHBAMBA,TOTORA(CBBA),2025,10
SANTA CRUZ,BUENA VISTA,2025,13
POTOSI,TOMAVE,2025,19
LA PAZ,GUAQUI,2025,4
LA PAZ,TEOPONTE,2025,9
LA PAZ,GUANAY,2025,8
LA PAZ,HUARINA,2025,2
CHUQUISACA,PRESTO,2025,11
COCAHBAMBA,VACAS,2025,7
SANTA CRUZ,BOYUIBE,2025,10
POTOSI,TAHUA,2025,3
SANTA CRUZ,SAN RAMON SCZ,2025,1
BENI,SAN IGNACIO,2025,36
POTOSI,TINGUIPAYA,2025,19
LA PAZ,HUATAJATA,2025,9
POTOSI,TORO TORO,2025,11
LA PAZ,GRAL. J.J. PEREZ  (CHARAZANI),2025,8
SANTA CRUZ,SAN MIGUEL DE VELASCO,2025,3
COCAHBAMBA,TOCO,2025,6
SANTA CRUZ,CAMIRI,2025,23
POTOSI,UYUNI,2025,32
LA PAZ,EL ALTO,2025,126
LA PAZ,TIPUANI,2025,4
PANDO,INGAVI (HUMAITA),2025,2
LA PAZ,ESCOMA,2025,4
CHUQUISACA,SAN LUCAS,2025,30
SANTA CRUZ,SAN PEDRO,2025,9
COCAHBAMBA,TOLATA,2025,4
SANTA CRUZ,CABEZAS,2025,10
POTOSI,TUPIZA,2025,62
BENI,SAN BORJA,2025,25
POTOSI,UNCIA,2025,3
COCAHBAMBA,VILA VILA,2025,6
LA PAZ,TARACO,2025,4
POTOSI,TACOBAMBA,2025,11
LA PAZ,SICA SICA (VILLA AROMA),2025,16
TARIJA,YACUIBA,2025,42
LA PAZ,JESUS DE MACHACA,2025,10
POTOSI,SAN AGUSTIN,2025,6
SANTA CRUZ,TRIGAL,2025,4
COCAHBAMBA,VINTO,2025,9
LA PAZ,IXIAMAS,2025,10
LA PAZ,LA ASUNTA,2025,11
CHUQUISACA,PADILLA,2025,9
LA PAZ,SAPAHAQUI,2025,4
TARIJA,VILLA MONTES,2025,37
POTOSI,RAVELO,2025,14
SANTA CRUZ,URUBICHA,2025,5
BENI,SAN JOAQUIN,2025,3
POTOSI,SACACA,2025,14
POTOSI,SAN ANTONIO DE ESMORUCO,2025,4
LA PAZ,SORATA,2025,12
COCAHBAMBA,VILLA TUNARI,2025,46
LA PAZ,HUMANATA,2025,4
SANTA CRUZ,ASCENCION DE GUARAYOS,2025,16
LA PAZ,ICHOCA,2025,4
POTOSI,SAN PEDRO DE QUEMES,2025,1
SANTA CRUZ,SANTA CRUZ DE LA SIERRA,2025,324
LA PAZ,TACACOMA,2025,6
COCAHBAMBA,VILLA RIVERO,2025,6
LA PAZ,INQUISIVI,2025,15
POTOSI,SAN PEDRO DE BUENA VISTA,2025,21
CHUQUISACA,POROMA,2025,30
TARIJA,YUNCHARA,2025,7
POTOSI,SAN PABLO DE LIPEZ,2025,11
SANTA CRUZ,SANTA ROSA DEL SARA,2025,12
BENI,SAN JAVIER(BNI),2025,8
LA PAZ,IRUPANA (VILLA DE LANZA),2025,10
LA PAZ,DESAGUADERO,2025,2
POTOSI,VILLAZON,2025,23
LA PAZ,TIAWANACU,2025,5
PANDO,EUREKA (SANTOS MERCADO),2025,4
LA PAZ,WALDO BALLIVIAN,2025,1
SANTA CRUZ,SAN JULIAN,2025,26
COCAHBAMBA,TAPACARI,2025,19
LA PAZ,YACO,2025,10
COCAHBAMBA,TIQUIPAYA,2025,14
LA PAZ,VIACHA,2025,13
PANDO,FILADELFIA,2025,8
LA PAZ,COMANCHE,2025,3
SANTA CRUZ,SAN MATIAS,2025,16
CHUQUISACA,SOPACHUY,2025,5
LA PAZ,COMBAYA,2025,4
CHUQUISACA,SUCRE,2025,147
LA PAZ,COROICO,2025,6
LA PAZ,UMALA,2025,11
SANTA CRUZ,CHARAGUA,2025,20
LA PAZ,CORO CORO,2025,13
COCAHBAMBA,TARATA,2025,6
SANTA CRUZ,SAN JUAN DE YAPACANI,2025,6
POTOSI,YOCALLA,2025,12
SANTA CRUZ,COLPA BELGICA,2025,3
PANDO,BELLA FLOR,2025,13
LA PAZ,COLQUIRI,2025,16
COCAHBAMBA,TIRAQUE (CBBA),2025,13
LA PAZ,CORIPATA,2025,6
SANTA CRUZ,CARMEN RIVERO TORREZ,2025,7
POTOSI,VITICHI,2025,13
LA PAZ,CURVA,2025,3
PANDO,COBIJA,2025,24
SANTA CRUZ,SAN JOSE DE CHIQUITOS,2025,12
BENI,SAN ANDRES,2025,22
LA PAZ,TITO YUPANQUI (PARQUIPUJIO),2025,2
PANDO,BOLPEBRA,2025,4
BENI,RURRENABAQUE,2025,12
SANTA CRUZ,POSTRER VALLE,2026,7
TARIJA,SAN LORENZO(TJA),2026,19
BENI,TRINIDAD,2026,69
CHUQUISACA,YOTALA,2026,10
SANTA CRUZ,SANTA CRUZ DE LA SIERRA,2026,336
BENI,SAN JAVIER(BNI),2026,8
BENI,SANTA ANA,2026,10
SANTA CRUZ,PORTACHUELO,2026,5
CHUQUISACA,YAMPARAEZ,2026,9
TARIJA,YUNCHARA,2026,7
SANTA CRUZ,COLPA BELGICA,2026,3
SANTA CRUZ,SAN IGNACIO DE VELASCO,2026,21
SANTA CRUZ,MINEROS,2026,7
SANTA CRUZ,SANTA ROSA DEL SARA,2026,12
CHUQUISACA,TARVITA,2026,13
SANTA CRUZ,VALLEGRANDE,2026,9
CHUQUISACA,POROMA,2026,31
BENI,MAGDALENA,2026,16
BENI,EXALTACION,2026,4
CHUQUISACA,TARABUCO,2026,11
TARIJA,VILLA MONTES,2026,38
SANTA CRUZ,PAILON,2026,13
SANTA CRUZ,SAN JOSE DE CHIQUITOS,2026,12
CHUQUISACA,MOJOCOYA,2026,8
SANTA CRUZ,OKINAWA,2026,4
SANTA CRUZ,URUBICHA,2026,5
BENI,BAURES,2026,15
CHUQUISACA,PADILLA,2026,9
BENI,RIBERALTA,2026,39
SANTA CRUZ,CONCEPCION,2026,11
CHUQUISACA,ZUDANEZ,2026,6
TARIJA,BERMEJO,2026,37
SANTA CRUZ,PAMPA GRANDE,2026,7
POTOSI,ACACIO,2026,6
BENI,SAN JOAQUIN,2026,3
TARIJA,YACUIBA,2026,43
SANTA CRUZ,MORO MORO,2026,6
SANTA CRUZ,TRIGAL,2026,4
SANTA CRUZ,COMARAPA,2026,13
SANTA CRUZ,SAN JAVIER(STC),2026,1
POTOSI,BETANZOS,2026,32
TARIJA,PADCAYA,2026,36
SANTA CRUZ,PORONGO,2026,14
TARIJA,CARAPARI,2026,31
SANTA CRUZ,SAN JUAN DE YAPACANI,2026,6
SANTA CRUZ,MONTERO,2026,45
SANTA CRUZ,COTOCA,2026,19
BENI,RURRENABAQUE,2026,13
SANTA CRUZ,PUCARA,2026,3
SANTA CRUZ,MAIRANA,2026,5
SANTA CRUZ,QUIRUSILLAS,2026,4
TARIJA,TARIJA,2026,105
POTOSI,ARAMPAMPA,2026,8
CHUQUISACA,SOPACHUY,2026,5
BENI,PUERTO SILES,2026,3
SANTA CRUZ,GENERAL SAAVEDRA,2026,10
BENI,LORETO,2026,10
BENI,SAN BORJA,2026,26
POTOSI,ATOCHA,2026,22
SANTA CRUZ,CABEZAS,2026,10
SANTA CRUZ,SAN MATIAS,2026,17
SANTA CRUZ,EL PUENTE(STC),2026,8
SANTA CRUZ,ROBORE,2026,7
SANTA CRUZ,SAN PEDRO,2026,9
CHUQUISACA,SAN LUCAS,2026,31
SANTA CRUZ,FERNANDEZ ALONSO,2026,4
SANTA CRUZ,CARMEN RIVERO TORREZ,2026,7
BENI,SAN ANDRES,2026,22
SANTA CRUZ,CAMIRI,2026,24
SANTA CRUZ,SAMAIPATA,2026,5
CHUQUISACA,MACHARETI,2026,9
CHUQUISACA,VILLA CHARCAS,2026,19
SANTA CRUZ,SAIPINA,2026,10
TARIJA,ENTRE RIOS  TRJ,2026,29
BENI,SANTA ROSA,2026,14
SANTA CRUZ,SAN MIGUEL DE VELASCO,2026,3
SANTA CRUZ,EL TORNO,2026,31
CHUQUISACA,VILLA SERRANO,2026,8
CHUQUISACA,TOMINA,2026,11
SANTA CRUZ,SAN RAFAEL,2026,2
SANTA CRUZ,SAN ANTONIO DE LOMERIO,2026,6
BENI,GUAYARAMERIN,2026,27
POTOSI,BELEN DE URMIRI,2026,3
BENI,SAN RAMON BENI,2026,2
SANTA CRUZ,ASCENCION DE GUARAYOS,2026,17
BENI,REYES,2026,10
CHUQUISACA,LAS CARRERAS,2026,6
SANTA CRUZ,CUATRO CANADAS,2026,8
CHUQUISACA,SUCRE,2026,148
SANTA CRUZ,SAN CARLOS,2026,7
SANTA CRUZ,SAN JULIAN,2026,27
SANTA CRUZ,LAGUNILLAS,2026,9
BENI,SAN IGNACIO,2026,36
SANTA CRUZ,BOYUIBE,2026,11
TARIJA,URIONDO (A. CONCEPCION),2026,15
CHUQUISACA,VILLA VACA GUZMAN (MUYUPAMPA),2026,9
SANTA CRUZ,SAN RAMON SCZ,2026,1
CHUQUISACA,PRESTO,2026,11
CHUQUISACA,MONTEAGUDO,2026,15
SANTA CRUZ,LA GUARDIA,2026,15
BENI,HUARACAJE,2026,5
SANTA CRUZ,WARNES,2026,46
SANTA CRUZ,YAPACANI,2026,20
SANTA CRUZ,CUEVO,2026,8
SANTA CRUZ,CHARAGUA,2026,20
SANTA CRUZ,PUERTO SUAREZ,2026,11
SANTA CRUZ,BUENA VISTA,2026,14
SANTA CRUZ,GUTIERREZ,2026,12
TARIJA,EL PUENTE(TJA),2026,14
SANTA CRUZ,PUERTO QUIJARRO,2026,8
PANDO,EUREKA (SANTOS MERCADO),2026,4
LA PAZ,CALAMARCA,2026,8
POTOSI,YOCALLA,2026,12
ORURO,ANTEQUERA,2026,3
POTOSI,SAN AGUSTIN,2026,7
LA PAZ,AUCAPATA,2026,6
POTOSI,SAN ANTONIO DE ESMORUCO,2026,4
LA PAZ,TACACOMA,2026,6
COCAHBAMBA,VILLA TUNARI,2026,47
LA PAZ,AYATA,2026,5
LA PAZ,ICHOCA,2026,4
COCAHBAMBA,BOLIVAR,2026,5
COCAHBAMBA,SANTIVANES,2026,4
LA PAZ,HUMANATA,2026,5
ORURO,ANDAMARCA,2026,7
POTOSI,SAN PABLO DE LIPEZ,2026,11
PANDO,VILLA NUEVA (LOMA ALTA),2026,8
LA PAZ,TARACO,2026,4
LA PAZ,HUATAJATA,2026,10
LA PAZ,AYO AYO,2026,5
COCAHBAMBA,VILA VILA,2026,6
POTOSI,TACOBAMBA,2026,12
PANDO,SAN PEDRO(PND),2026,6
LA PAZ,GUAQUI,2026,4
LA PAZ,TEOPONTE,2026,10
LA PAZ,CAIROMA,2026,10
LA PAZ,INQUISIVI,2026,15
PANDO,SENA,2026,7
COCAHBAMBA,SHINAOTA,2026,16
LA PAZ,HUARINA,2026,2
COCAHBAMBA,AYOPAYA (V. DE INDEPENDENCIA),2026,22
LA PAZ,BATALLAS,2026,5
COCAHBAMBA,VILLA RIVERO,2026,6
POTOSI,SAN PEDRO DE BUENA VISTA,2026,21
POTOSI,SAN PEDRO DE QUEMES,2026,1
ORURO,BELEN DE ANDAMARCA,2026,5
COCAHBAMBA,SAN BENITO,2026,5
COCAHBAMBA,CAPINOTA,2026,7
LA PAZ,SAPAHAQUI,2026,4
LA PAZ,ACHOCALLA,2026,3
POTOSI,POTOSI,2026,50
ORURO,CHALLAPATA,2026,20
LA PAZ,ACHACACHI,2026,19
LA PAZ,LA PAZ,2026,117
LA PAZ,LA ASUNTA,2026,11
ORURO,CHIPAYA,2026,2
POTOSI,PORCO,2026,7
COCAHBAMBA,SACABA,2026,32
LA PAZ,LAJA,2026,12
LA PAZ,SANTIAGO DE MACHACA,2026,7
COCAHBAMBA,COCAPATA,2026,31
ORURO,YUNGUYO DE LITORAL,2026,1
CHUQUISACA,AZURDUY,2026,11
LA PAZ,CAJUATA,2026,8
COCAHBAMBA,CLIZA,2026,6
CHUQUISACA,ALCALA,2026,3
LA PAZ,IRUPANA (VILLA DE LANZA),2026,10
COCAHBAMBA,VINTO,2026,9
POTOSI,SACACA,2026,14
LA PAZ,APOLO,2026,7
LA PAZ,SORATA,2026,12
LA PAZ,IXIAMAS,2026,10
POTOSI,PUNA,2026,0
LA PAZ,JESUS DE MACHACA,2026,10
ORURO,CARACOLLO,2026,14
POTOSI,RAVELO,2026,14
COCAHBAMBA,CHIMORE,2026,16
ORURO,CARANGAS,2026,1
COCAHBAMBA,SACABAMBA,2026,7
LA PAZ,ALTO BENI,2026,20
LA PAZ,SICA SICA (VILLA AROMA),2026,17
LA PAZ,LICOMA PAMPA,2026,2
COCAHBAMBA,ARQUE,2026,13
COCAHBAMBA,SICAYA,2026,3
LA PAZ,CORO CORO,2026,14
LA PAZ,CHARANA,2026,5
POTOSI,UYUNI,2026,33
COCAHBAMBA,TOCO,2026,6
COCAHBAMBA,ALALAY,2026,7
PANDO,INGAVI (HUMAITA),2026,2
LA PAZ,VIACHA,2026,13
LA PAZ,CORIPATA,2026,6
POTOSI,VILLAZON,2026,23
LA PAZ,CHUA COCANI,2026,6
LA PAZ,COPACABANA,2026,6
COCAHBAMBA,TAPACARI,2026,19
PANDO,FILADELFIA,2026,8
LA PAZ,CHULUMANI (V. DE LA LIBERTAD),2026,6
POTOSI,VITICHI,2026,13
COCAHBAMBA,TIRAQUE (CBBA),2026,13
COCAHBAMBA,AIQUILE,2026,9
LA PAZ,COLQUIRI,2026,17
LA PAZ,YACO,2026,10
PANDO,BOLPEBRA,2026,4
COCAHBAMBA,TIQUIPAYA,2026,14
PANDO,BELLA FLOR,2026,14
PANDO,COBIJA,2026,25
PANDO,NACEBE (SANTA ROSA DEL ABUNA),2026,5
COCAHBAMBA,TARATA,2026,6
COCAHBAMBA,OMEREQUE,2026,10
LA PAZ,COLLANA,2026,6
LA PAZ,COMANCHE,2026,3
LA PAZ,COMBAYA,2026,4
LA PAZ,WALDO BALLIVIAN,2026,1
LA PAZ,CHUMA,2026,7
LA PAZ,YANACACHI,2026,7
LA PAZ,COROICO,2026,6
LA PAZ,UMALA,2026,11
POTOSI,UNCIA,2026,3
COCAHBAMBA,TOTORA(CBBA),2026,11
POTOSI,TOMAVE,2026,19
LA PAZ,CAQUIAVIRI,2026,15
COCAHBAMBA,SIPE SIPE,2026,8
LA PAZ,ESCOMA,2026,5
COCAHBAMBA,VACAS,2026,7
LA PAZ,TIPUANI,2026,4
POTOSI,TINGUIPAYA,2026,19
PANDO,PUERTO RICO,2026,3
LA PAZ,CALACOTO,2026,7
LA PAZ,GRAL. J.J. PEREZ  (CHARAZANI),2026,8
LA PAZ,TIAWANACU,2026,5
POTOSI,TAHUA,2026,3
PANDO,SAN LORENZO(PND),2026,9
COCAHBAMBA,ARBIETO,2026,12
LA PAZ,GUANAY,2026,8
LA PAZ,EL ALTO,2026,129
LA PAZ,CARANAVI,2026,16
COCAHBAMBA,TACOPAYA,2026,7
LA PAZ,CHACARILLA,2026,2
COCAHBAMBA,ANZALDO,2026,14
LA PAZ,CATACORA,2026,3
COCAHBAMBA,TOLATA,2026,4
POTOSI,TUPIZA,2026,63
PANDO,PUERTO GONZALO MORENO,2026,12
PANDO,NUEVO MANOA (NUEVA ESPERANZA),2026,5
LA PAZ,CURVA,2026,3
LA PAZ,TITO YUPANQUI (PARQUIPUJIO),2026,2
PANDO,PORVENIR,2026,1
LA PAZ,DESAGUADERO,2026,2
COCAHBAMBA,ARANI,2026,7
POTOSI,TORO TORO,2026,11
COCAHBAMBA,TACACHI,2026,3
ORURO,CHOQUE COTA,2026,1
LA PAZ,ANCORAIMES,2026,7
POTOSI,POCOATA,2026,27
ORURO,SABAYA,2026,6
LA PAZ,SAN BUENA VENTURA,2026,4
LA PAZ,PAPEL PAMPA,2026,6
POTOSI,CKOCHAS,2026,42
CHUQUISACA,HUACARETA,2026,12
ORURO,ESMERALDA,2026,1
ORURO,SALINAS DE GARCI MENDOZA,2026,7
LA PAZ,PALOS BLANCOS,2026,25
COCAHBAMBA,CUCHUMUELA (V. G. VILLARROEL),2026,2
COCAHBAMBA,QUILLACOLLO,2026,15
COCAHBAMBA,POJO (CBBA),2026,13
POTOSI,"COLCHA ""K""",2026,19
ORURO,ESCARA,2026,1
COCAHBAMBA,ENTRE RIOS CBBA,2026,10
LA PAZ,SAN PEDRO DE CURAHUARA,2026,7
ORURO,SANTIAGO DE HUARI,2026,7
POTOSI,COLQUECHACA,2026,38
CHUQUISACA,EL VILLAR,2026,7
LA PAZ,NAZACARA DE PACAJES,2026,1
ORURO,EL CHORO,2026,6
ORURO,SANTUARIO DE QUILLACAS,2026,3
COCAHBAMBA,COLOMI,2026,9
POTOSI,COTAGAITA,2026,37
COCAHBAMBA,PUERTO VILLARROEL,2026,30
LA PAZ,SAN PEDRO DE TIQUINA,2026,4
LA PAZ,MOCOMOCO,2026,10
ORURO,CURAHUARA DE CARANGAS,2026,4
POTOSI,LLALLAGUA,2026,11
LA PAZ,PALCA,2026,9
ORURO,SORACACHI,2026,11
LA PAZ,PATACAMAYA,2026,4
ORURO,EUCALIPTUS,2026,3
ORURO,LA RIVERA,2026,1
LA PAZ,PUERTO PEREZ,2026,5
POTOSI,"CAIZA ""D""",2026,11
ORURO,MACHACAMARCA,2026,3
ORURO,ORURO,2026,66
ORURO,HUAYLLAMARCA,2026,11
LA PAZ,QUIABAYA,2026,1
LA PAZ,PUERTO CARABUCO,2026,15
COCAHBAMBA,MOROCHATA,2026,0
POTOSI,CARIPUYO,2026,7
LA PAZ,PUERTO ACOSTA,2026,0
CHUQUISACA,ICLA,2026,14
COCAHBAMBA,PASORAPA,2026,4
POTOSI,CHUQUIHUTA AYLLU JUCUMANI,2026,10
ORURO,HUANUNI,2026,7
COCAHBAMBA,MIZQUE,2026,15
POTOSI,CHAQUI,2026,8
LA PAZ,QUIME,2026,5
LA PAZ,PUCARANI,2026,11
ORURO,HUACHACALLA,2026,1
ORURO,PAZNA,2026,8
LA PAZ,SAN ANDRES DE MACHACA,2026,5
POTOSI,CHAYANTA,2026,13
CHUQUISACA,HUACAYA (VILLA DE HUACAYA),2026,6
CHUQUISACA,INCAHUASI,2026,1
LA PAZ,PELECHUCO,2026,6
ORURO,POOPO,2026,5
COCAHBAMBA,POCONA,2026,17
ORURO,PAMPA AULLAGAS,2026,3
CHUQUISACA,CULPINA,2026,15
LA PAZ,COLQUENCHA,2026,4
LA PAZ,LURIBAY,2026,12
COCAHBAMBA,COLCAPIRHUA,2026,3
ORURO,TODOS SANTOS,2026,1
ORURO,TURCO,2026,6
LA PAZ,MECAPACA,2026,7
ORURO,COIPASA,2026,1
ORURO,CRUZ DE MACHACAMARCA,2026,1
COCAHBAMBA,PUNATA,2026,10
LA PAZ,MAPIRI,2026,4
ORURO,CORQUE,2026,12
ORURO,TOTORA(ORR),2026,12
LA PAZ,MALLA,2026,4
COCAHBAMBA,COCHABAMBA,2026,136
POTOSI,OCURI,2026,15
ORURO,TOLEDO,2026,8
CHUQUISACA,CAMATAQUI (C. VILLA ABECIA),2026,4
POTOSI,LLICA,2026,9
LA PAZ,SANTIAGO DE CALLAPA,2026,5
POTOSI,MOJINETE,2026,3
LA PAZ,SANTIAGO DE HUATA,2026,4
CHUQUISACA,CAMARGO,2026,13
SANTA CRUZ,PAILON,2027,14
LA PAZ,ACHACACHI,2027,20
ORURO,PAZNA,2027,8
ORURO,HUANUNI,2027,7
ORURO,CHIPAYA,2027,2
LA PAZ,CHARANA,2027,5
SANTA CRUZ,PORTACHUELO,2027,5
CHUQUISACA,TARABUCO,2027,11
PANDO,NACEBE (SANTA ROSA DEL ABUNA),2027,5
COCAHBAMBA,COCHABAMBA,2027,136
SANTA CRUZ,PUERTO QUIJARRO,2027,8
COCAHBAMBA,TACOPAYA,2027,7
COCAHBAMBA,ARANI,2027,7
COCAHBAMBA,TACACHI,2027,3
COCAHBAMBA,POCONA,2027,17
PANDO,PORVENIR,2027,1
ORURO,TOTORA(ORR),2027,12
ORURO,POOPO,2027,5
SANTA CRUZ,CUEVO,2027,8
LA PAZ,ACHOCALLA,2027,3
ORURO,CHALLAPATA,2027,20
SANTA CRUZ,LAGUNILLAS,2027,9
PANDO,NUEVO MANOA (NUEVA ESPERANZA),2027,5
LA PAZ,CATACORA,2027,3
COCAHBAMBA,MIZQUE,2027,15
SANTA CRUZ,PUERTO SUAREZ,2027,11
SANTA CRUZ,CUATRO CANADAS,2027,8
LA PAZ,CHACARILLA,2027,2
COCAHBAMBA,ANZALDO,2027,14
ORURO,HUACHACALLA,2027,1
SANTA CRUZ,SAN JAVIER(STC),2027,1
BENI,REYES,2027,10
PANDO,INGAVI (HUMAITA),2027,2
LA PAZ,COLLANA,2027,6
ORURO,TURCO,2027,6
ORURO,YUNGUYO DE LITORAL,2027,1
ORURO,ORURO,2027,67
COCAHBAMBA,TARATA,2027,6
SANTA CRUZ,PORONGO,2027,14
CHUQUISACA,VILLA SERRANO,2027,8
PANDO,COBIJA,2027,25
BENI,GUAYARAMERIN,2027,28
ORURO,MACHACAMARCA,2027,3
LA PAZ,YANACACHI,2027,7
SANTA CRUZ,CONCEPCION,2027,11
ORURO,LA RIVERA,2027,1
SANTA CRUZ,MAIRANA,2027,5
ORURO,CHOQUE COTA,2027,1
CHUQUISACA,SUCRE,2027,149
BENI,RIBERALTA,2027,40
SANTA CRUZ,SAN JUAN DE YAPACANI,2027,6
ORURO,COIPASA,2027,1
ORURO,HUAYLLAMARCA,2027,11
SANTA CRUZ,QUIRUSILLAS,2027,4
COCAHBAMBA,ALALAY,2027,7
COCAHBAMBA,SACABA,2027,32
SANTA CRUZ,SAN JOSE DE CHIQUITOS,2027,12
COCAHBAMBA,PASORAPA,2027,4
LA PAZ,CHUA COCANI,2027,7
COCAHBAMBA,COCAPATA,2027,33
ORURO,PAMPA AULLAGAS,2027,3
LA PAZ,CHULUMANI (V. DE LA LIBERTAD),2027,6
COCAHBAMBA,QUILLACOLLO,2027,15
COCAHBAMBA,TAPACARI,2027,19
PANDO,FILADELFIA,2027,8
SANTA CRUZ,COTOCA,2027,20
