Departamento,Municipio,Año de Gestion,Total Establecimientos De Salud
POTOSI,LLALLAGUA,2015,11
ORURO,SALINAS DE GARCI MENDOZA,2015,7
LA PAZ,VIACHA,2015,12
POTOSI,PORCO,2015,4
POTOSI,LLICA,2015,9
ORURO,SABAYA,2015,6
POTOSI,PUNA,2015,21
CHUQUISACA,CULPINA,2015,13
CHUQUISACA,AZURDUY,2015,11
CHUQUISACA,EL VILLAR,2015,6
ORURO,TURCO,2015,6
POTOSI,COLQUECHACA,2015,26
LA PAZ,COMANCHE,2015,3
CHUQUISACA,CAMATAQUI (C. VILLA ABECIA),2015,4
LA PAZ,ACHOCALLA,2015,3
COCAHBAMBA,COLCAPIRHUA,2015,5
POTOSI,CKOCHAS,2015,18
ORURO,SANTUARIO DE QUILLACAS,2015,3
POTOSI,SAN PEDRO DE QUEMES,2015,1
LA PAZ,CORIPATA,2015,6
POTOSI,SAN PEDRO DE BUENA VISTA,2015,16
POTOSI,OCURI,2015,13
CHUQUISACA,HUACAYA (VILLA DE HUACAYA),2015,5
ORURO,ORURO,2015,53
LA PAZ,UMALA,2015,7
LA PAZ,COLQUENCHA,2015,4
COCAHBAMBA,OMEREQUE,2015,6
ORURO,SANTIAGO DE HUARI,2015,7
COCAHBAMBA,VILLA RIVERO,2015,4
ORURO,TOTORA(ORR),2015,9
POTOSI,TACOBAMBA,2015,9
LA PAZ,CURVA,2015,3
COCAHBAMBA,VILLA TUNARI,2015,36
LA PAZ,YANACACHI,2015,5
COCAHBAMBA,CUCHUMUELA (V. G. VILLARROEL),2015,2
CHUQUISACA,HUACARETA,2015,14
LA PAZ,CORO CORO,2015,9
COCAHBAMBA,MOROCHATA,2015,9
LA PAZ,COLQUIRI,2015,12
POTOSI,SAN PABLO DE LIPEZ,2015,11
POTOSI,"COLCHA ""K""",2015,18
COCAHBAMBA,VINTO,2015,8
ORURO,PAMPA AULLAGAS,2015,3
LA PAZ,WALDO BALLIVIAN,2015,1
COCAHBAMBA,COCAPATA,2015,13
POTOSI,SAN ANTONIO DE ESMORUCO,2015,4
ORURO,COIPASA,2016,1
LA PAZ,AYATA,2016,5
TARIJA,ENTRE RIOS  TRJ,2016,29
ORURO,SANTUARIO DE QUILLACAS,2016,3
SANTA CRUZ,CUATRO CANADAS,2016,8
LA PAZ,ACHOCALLA,2016,3
SANTA CRUZ,CUEVO,2016,6
TARIJA,BERMEJO,2016,22
SANTA CRUZ,FERNANDEZ ALONSO,2016,4
LA PAZ,MECAPACA,2016,7
ORURO,CARANGAS,2016,1
ORURO,TODOS SANTOS,2016,1
TARIJA,CARAPARI,2016,20
ORURO,TOLEDO,2016,8
LA PAZ,PUERTO PEREZ,2016,5
LA PAZ,PUERTO CARABUCO,2016,12
SANTA CRUZ,EL TORNO,2016,19
ORURO,CHIPAYA,2016,2
SANTA CRUZ,EL PUENTE(STC),2016,6
ORURO,SORACACHI,2016,11
LA PAZ,AYO AYO,2016,4
TARIJA,EL PUENTE(TJA),2016,11
ORURO,CHOQUE COTA,2016,1
LA PAZ,MOCOMOCO,2016,10
ORURO,TOTORA(ORR),2016,9
ORURO,CHALLAPATA,2016,16
SANTA CRUZ,COTOCA,2016,12
LA PAZ,PALCA,2016,9
ORURO,CORQUE,2016,12
LA PAZ,ANCORAIMES,2016,7
ORURO,PAZNA,2016,6
SANTA CRUZ,CAMIRI,2016,18
TARIJA,VILLA MONTES,2016,30
ORURO,HUACHACALLA,2016,1
LA PAZ,PAPEL PAMPA,2016,6
ORURO,PAMPA AULLAGAS,2016,3
SANTA CRUZ,CABEZAS,2016,8
LA PAZ,ALTO BENI,2016,10
LA PAZ,BATALLAS,2016,5
ORURO,EUCALIPTUS,2016,3
SANTA CRUZ,BUENA VISTA,2016,11
LA PAZ,ACHACACHI,2016,19
ORURO,HUAYLLAMARCA,2016,9
SANTA CRUZ,BOYUIBE,2016,7
ORURO,ORURO,2016,54
LA PAZ,PELECHUCO,2016,6
ORURO,LA RIVERA,2016,1
TARIJA,YUNCHARA,2016,7
LA PAZ,PATACAMAYA,2016,4
ORURO,MACHACAMARCA,2016,3
SANTA CRUZ,ASCENCION DE GUARAYOS,2016,11
TARIJA,YACUIBA,2016,32
ORURO,SANTIAGO DE HUARI,2016,7
TARIJA,URIONDO (A. CONCEPCION),2016,11
SANTA CRUZ,CARMEN RIVERO TORREZ,2016,5
SANTA CRUZ,CONCEPCION,2016,7
ORURO,CRUZ DE MACHACAMARCA,2016,1
TARIJA,PADCAYA,2016,30
ORURO,SALINAS DE GARCI MENDOZA,2016,7
LA PAZ,NAZACARA DE PACAJES,2016,1
LA PAZ,AUCAPATA,2016,6
ORURO,CURAHUARA DE CARANGAS,2016,4
ORURO,TURCO,2016,6
TARIJA,SAN LORENZO(TJA),2016,17
SANTA CRUZ,COMARAPA,2016,9
LA PAZ,PALOS BLANCOS,2016,19
ORURO,EL CHORO,2016,6
SANTA CRUZ,COLPA BELGICA,2016,3
ORURO,SABAYA,2016,6
LA PAZ,APOLO,2016,7
TARIJA,TARIJA,2016,71
ORURO,ESCARA,2016,1
SANTA CRUZ,CHARAGUA,2016,18
ORURO,POOPO,2016,5
ORURO,YUNGUYO DE LITORAL,2016,1
ORURO,ESMERALDA,2016,1
LA PAZ,PUCARANI,2016,9
LA PAZ,PUERTO ACOSTA,2016,4
ORURO,HUANUNI,2016,9
PANDO,NUEVO MANOA (NUEVA ESPERANZA),2016,3
ORURO,CARACOLLO,2016,11
SANTA CRUZ,TRIGAL,2016,4
POTOSI,RAVELO,2016,14
LA PAZ,GUAQUI,2016,4
POTOSI,SACACA,2016,14
SANTA CRUZ,SANTA ROSA DEL SARA,2016,11
POTOSI,SAN AGUSTIN,2016,4
SANTA CRUZ,SANTA CRUZ DE LA SIERRA,2016,213
LA PAZ,HUARINA,2016,2
LA PAZ,COLQUIRI,2016,13
POTOSI,SAN ANTONIO DE ESMORUCO,2016,4
SANTA CRUZ,SAN RAMON SCZ,2016,1
SANTA CRUZ,SAN RAFAEL,2016,2
POTOSI,SAN PABLO DE LIPEZ,2016,11
LA PAZ,COLQUENCHA,2016,4
POTOSI,SAN PEDRO DE BUENA VISTA,2016,17
LA PAZ,HUATAJATA,2016,4
SANTA CRUZ,SAN PEDRO,2016,9
SANTA CRUZ,SAN JOSE DE CHIQUITOS,2016,10
POTOSI,TOMAVE,2016,16
LA PAZ,ICHOCA,2016,4
LA PAZ,CHUMA,2016,7
SANTA CRUZ,SAN JUAN DE YAPACANI,2016,6
POTOSI,TINGUIPAYA,2016,17
POTOSI,PUNA,2016,16
POTOSI,TAHUA,2016,3
SANTA CRUZ,SAN JULIAN,2016,26
SANTA CRUZ,SAN MATIAS,2016,11
POTOSI,TACOBAMBA,2016,9
LA PAZ,COLLANA,2016,4
SANTA CRUZ,SAN MIGUEL DE VELASCO,2016,3
POTOSI,SAN PEDRO DE QUEMES,2016,1
LA PAZ,HUMANATA,2016,3
LA PAZ,COMANCHE,2016,3
SANTA CRUZ,URUBICHA,2016,5
SANTA CRUZ,VALLEGRANDE,2016,9
POTOSI,LLALLAGUA,2016,11
LA PAZ,EL ALTO,2016,101
POTOSI,COTAGAITA,2016,37
POTOSI,BETANZOS,2016,30
LA PAZ,CORO CORO,2016,9
POTOSI,"CAIZA ""D""",2016,11
POTOSI,BELEN DE URMIRI,2016,3
POTOSI,COLQUECHACA,2016,28
POTOSI,CARIPUYO,2016,7
LA PAZ,COROICO,2016,6
LA PAZ,DESAGUADERO,2016,2
POTOSI,CHAQUI,2016,8
POTOSI,CKOCHAS,2016,23
LA PAZ,CURVA,2016,3
POTOSI,"COLCHA ""K""",2016,18
LA PAZ,CHULUMANI (V. DE LA LIBERTAD),2016,6
POTOSI,ATOCHA,2016,16
LA PAZ,CORIPATA,2016,6
POTOSI,POTOSI,2016,41
LA PAZ,COMBAYA,2016,4
LA PAZ,GUANAY,2016,6
POTOSI,PORCO,2016,4
SANTA CRUZ,WARNES,2016,28
POTOSI,POCOATA,2016,20
LA PAZ,ESCOMA,2016,3
LA PAZ,GRAL. J.J. PEREZ  (CHARAZANI),2016,8
POTOSI,OCURI,2016,13
LA PAZ,COPACABANA,2016,4
POTOSI,ACACIO,2016,6
POTOSI,ARAMPAMPA,2016,6
POTOSI,MOJINETE,2016,3
POTOSI,LLICA,2016,9
SANTA CRUZ,YAPACANI,2016,15
SANTA CRUZ,GENERAL SAAVEDRA,2016,10
POTOSI,TORO TORO,2016,9
SANTA CRUZ,SAN IGNACIO DE VELASCO,2016,21
SANTA CRUZ,PORONGO,2016,10
POTOSI,CHAYANTA,2016,13
SANTA CRUZ,PAMPA GRANDE,2016,5
PANDO,PORVENIR,2016,3
LA PAZ,LAJA,2016,9
PANDO,PUERTO GONZALO MORENO,2016,9
SANTA CRUZ,PAILON,2016,8
LA PAZ,CALAMARCA,2016,6
SANTA CRUZ,OKINAWA,2016,4
LA PAZ,LICOMA PAMPA,2016,2
PANDO,PUERTO RICO,2016,3
SANTA CRUZ,MORO MORO,2016,4
LA PAZ,CALACOTO,2016,7
SANTA CRUZ,MONTERO,2016,25
PANDO,SAN LORENZO(PND),2016,6
PANDO,SAN PEDRO(PND),2016,4
SANTA CRUZ,MINEROS,2016,6
LA PAZ,MAPIRI,2016,4
ORURO,BELEN DE ANDAMARCA,2016,4
SANTA CRUZ,GUTIERREZ,2016,12
LA PAZ,CAIROMA,2016,10
SANTA CRUZ,LA GUARDIA,2016,11
ORURO,ANTEQUERA,2016,3
LA PAZ,CAQUIAVIRI,2016,10
SANTA CRUZ,LAGUNILLAS,2016,7
LA PAZ,MALLA,2016,4
SANTA CRUZ,MAIRANA,2016,5
LA PAZ,CAJUATA,2016,6
PANDO,VILLA NUEVA (LOMA ALTA),2016,6
PANDO,SENA,2016,4
LA PAZ,LURIBAY,2016,10
ORURO,ANDAMARCA,2016,7
PANDO,NACEBE (SANTA ROSA DEL ABUNA),2016,3
SANTA CRUZ,PORTACHUELO,2016,5
LA PAZ,LA PAZ,2016,137
POTOSI,YOCALLA,2016,9
SANTA CRUZ,SAIPINA,2016,5
POTOSI,VITICHI,2016,13
LA PAZ,CHARANA,2016,3
SANTA CRUZ,SAMAIPATA,2016,5
POTOSI,VILLAZON,2016,20
LA PAZ,IXIAMAS,2016,8
POTOSI,UYUNI,2016,21
SANTA CRUZ,SAN ANTONIO DE LOMERIO,2016,5
LA PAZ,CHUA COCANI,2016,2
SANTA CRUZ,SAN CARLOS,2016,6
POTOSI,UNCIA,2016,6
LA PAZ,INQUISIVI,2016,11
POTOSI,TUPIZA,2016,52
LA PAZ,IRUPANA (VILLA DE LANZA),2016,10
SANTA CRUZ,SAN JAVIER(STC),2016,1
SANTA CRUZ,ROBORE,2016,7
LA PAZ,CHACARILLA,2016,2
PANDO,INGAVI (HUMAITA),2016,2
SANTA CRUZ,POSTRER VALLE,2016,4
LA PAZ,CARANAVI,2016,18
PANDO,FILADELFIA,2016,6
LA PAZ,LA ASUNTA,2016,9
SANTA CRUZ,PUCARA,2016,3
PANDO,BELLA FLOR,2016,8
PANDO,EUREKA (SANTOS MERCADO),2016,2
PANDO,COBIJA,2016,22
LA PAZ,CATACORA,2016,2
SANTA CRUZ,PUERTO SUAREZ,2016,10
PANDO,BOLPEBRA,2016,4
LA PAZ,JESUS DE MACHACA,2016,8
SANTA CRUZ,QUIRUSILLAS,2016,2
SANTA CRUZ,PUERTO QUIJARRO,2016,8
POTOSI,CHUQUIHUTA AYLLU JUCUMANI,2016,5
BENI,TRINIDAD,2016,48
CHUQUISACA,PRESTO,2016,8
COCAHBAMBA,AYOPAYA (V. DE INDEPENDENCIA),2016,22
LA PAZ,TIAWANACU,2016,5
CHUQUISACA,VILLA CHARCAS,2016,10
COCAHBAMBA,SACABA,2016,30
BENI,SAN ANDRES,2016,15
LA PAZ,SAN ANDRES DE MACHACA,2016,5
LA PAZ,SANTIAGO DE CALLAPA,2016,5
BENI,LORETO,2016,7
COCAHBAMBA,TOCO,2016,5
COCAHBAMBA,ARQUE,2016,10
LA PAZ,TIPUANI,2016,4
COCAHBAMBA,SACABAMBA,2016,6
CHUQUISACA,LAS CARRERAS,2016,6
COCAHBAMBA,SAN BENITO,2016,5
CHUQUISACA,SAN LUCAS,2016,29
COCAHBAMBA,TOLATA,2016,3
COCAHBAMBA,ARBIETO,2016,7
COCAHBAMBA,QUILLACOLLO,2016,13
CHUQUISACA,HUACARETA,2016,14
LA PAZ,TARACO,2016,4
COCAHBAMBA,CHIMORE,2016,11
LA PAZ,QUIME,2016,5
COCAHBAMBA,PUERTO VILLARROEL,2016,24
BENI,SANTA ROSA,2016,9
BENI,SAN BORJA,2016,16
CHUQUISACA,VILLA SERRANO,2016,8
COCAHBAMBA,TOTORA(CBBA),2016,8
COCAHBAMBA,CAPINOTA,2016,7
CHUQUISACA,AZURDUY,2016,11
COCAHBAMBA,PUNATA,2016,10
CHUQUISACA,MOJOCOYA,2016,8
LA PAZ,TEOPONTE,2016,7
BENI,HUARACAJE,2016,3
COCAHBAMBA,BOLIVAR,2016,5
CHUQUISACA,MACHARETI,2016,11
CHUQUISACA,EL VILLAR,2016,6
CHUQUISACA,TOMINA,2016,10
COCAHBAMBA,TIRAQUE (CBBA),2016,14
LA PAZ,SAN PEDRO DE TIQUINA,2016,4
LA PAZ,VIACHA,2016,12
COCAHBAMBA,AIQUILE,2016,9
COCAHBAMBA,SIPE SIPE,2016,8
COCAHBAMBA,TAPACARI,2016,19
LA PAZ,SAN PEDRO DE CURAHUARA,2016,6
BENI,SAN RAMON BENI,2016,2
LA PAZ,WALDO BALLIVIAN,2016,1
LA PAZ,YANACACHI,2016,5
BENI,RIBERALTA,2016,32
COCAHBAMBA,TACACHI,2016,2
BENI,REYES,2016,8
CHUQUISACA,CAMATAQUI (C. VILLA ABECIA),2016,4
COCAHBAMBA,TACOPAYA,2016,7
LA PAZ,YACO,2016,9
CHUQUISACA,TARABUCO,2016,11
BENI,PUERTO SILES,2016,3
COCAHBAMBA,SICAYA,2016,3
CHUQUISACA,CULPINA,2016,13
COCAHBAMBA,ARANI,2016,6
LA PAZ,TITO YUPANQUI (PARQUIPUJIO),2016,2
COCAHBAMBA,SANTIVANES,2016,5
CHUQUISACA,CAMARGO,2016,10
BENI,MAGDALENA,2016,12
COCAHBAMBA,TIQUIPAYA,2016,12
COCAHBAMBA,ANZALDO,2016,11
BENI,GUAYARAMERIN,2016,22
BENI,RURRENABAQUE,2016,9
LA PAZ,SAN BUENA VENTURA,2016,5
LA PAZ,UMALA,2016,8
BENI,SANTA ANA,2016,7
CHUQUISACA,TARVITA,2016,12
CHUQUISACA,SOPACHUY,2016,5
COCAHBAMBA,ALALAY,2016,6
COCAHBAMBA,TARATA,2016,5
COCAHBAMBA,SHINAOTA,2016,8
COCAHBAMBA,VACAS,2016,7
CHUQUISACA,SUCRE,2016,136
CHUQUISACA,PADILLA,2016,8
COCAHBAMBA,PASORAPA,2016,5
CHUQUISACA,YAMPARAEZ,2016,9
LA PAZ,QUIABAYA,2016,1
COCAHBAMBA,POCONA,2016,15
LA PAZ,SAPAHAQUI,2016,4
BENI,SAN JAVIER(BNI),2016,6
COCAHBAMBA,COCAPATA,2016,17
BENI,BAURES,2016,9
COCAHBAMBA,VILA VILA,2016,5
COCAHBAMBA,CUCHUMUELA (V. G. VILLARROEL),2016,2
BENI,EXALTACION,2016,4
CHUQUISACA,YOTALA,2016,10
CHUQUISACA,INCAHUASI,2016,7
COCAHBAMBA,VILLA RIVERO,2016,4
CHUQUISACA,MONTEAGUDO,2016,18
BENI,SAN IGNACIO,2016,33
COCAHBAMBA,VILLA TUNARI,2016,35
COCAHBAMBA,COLOMI,2016,9
COCAHBAMBA,COCHABAMBA,2016,133
LA PAZ,SORATA,2016,10
COCAHBAMBA,MIZQUE,2016,15
CHUQUISACA,HUACAYA (VILLA DE HUACAYA),2016,5
CHUQUISACA,ICLA,2016,11
COCAHBAMBA,MOROCHATA,2016,6
COCAHBAMBA,ENTRE RIOS CBBA,2016,9
COCAHBAMBA,CLIZA,2016,5
LA PAZ,TACACOMA,2016,4
LA PAZ,SANTIAGO DE MACHACA,2016,5
CHUQUISACA,POROMA,2016,22
CHUQUISACA,ALCALA,2016,3
COCAHBAMBA,POJO (CBBA),2016,10
COCAHBAMBA,COLCAPIRHUA,2016,5
COCAHBAMBA,OMEREQUE,2016,7
LA PAZ,SANTIAGO DE HUATA,2016,3
BENI,SAN JOAQUIN,2016,3
CHUQUISACA,VILLA VACA GUZMAN (MUYUPAMPA),2016,12
LA PAZ,SICA SICA (VILLA AROMA),2016,11
CHUQUISACA,ZUDANEZ,2016,6
COCAHBAMBA,VINTO,2016,8
CHUQUISACA,SOPACHUY,2017,5
POTOSI,YOCALLA,2017,9
PANDO,BOLPEBRA,2017,4
PANDO,BELLA FLOR,2017,9
COCAHBAMBA,VILLA TUNARI,2017,36
LA PAZ,CORIPATA,2017,6
LA PAZ,CORO CORO,2017,10
LA PAZ,SICA SICA (VILLA AROMA),2017,12
LA PAZ,IXIAMAS,2017,9
SANTA CRUZ,SAN JULIAN,2017,26
TARIJA,YACUIBA,2017,33
BENI,RURRENABAQUE,2017,9
CHUQUISACA,PADILLA,2017,8
COCAHBAMBA,TIQUIPAYA,2017,13
LA PAZ,UMALA,2017,8
COCAHBAMBA,VACAS,2017,7
POTOSI,SACACA,2017,14
CHUQUISACA,SUCRE,2017,138
COCAHBAMBA,TACOPAYA,2017,7
COCAHBAMBA,VINTO,2017,8
LA PAZ,COLQUIRI,2017,13
PANDO,FILADELFIA,2017,7
SANTA CRUZ,SAN JOSE DE CHIQUITOS,2017,11
LA PAZ,LA ASUNTA,2017,10
BENI,RIBERALTA,2017,33
SANTA CRUZ,TRIGAL,2017,4
SANTA CRUZ,COLPA BELGICA,2017,3
LA PAZ,COMANCHE,2017,3
POTOSI,SAN AGUSTIN,2017,5
LA PAZ,WALDO BALLIVIAN,2017,1
COCAHBAMBA,TAPACARI,2017,19
PANDO,EUREKA (SANTOS MERCADO),2017,3
LA PAZ,SAPAHAQUI,2017,4
LA PAZ,COMBAYA,2017,4
PANDO,COBIJA,2017,22
BENI,SAN JAVIER(BNI),2017,6
SANTA CRUZ,SAN JUAN DE YAPACANI,2017,6
SANTA CRUZ,CHARAGUA,2017,18
CHUQUISACA,ZUDANEZ,2017,6
LA PAZ,COPACABANA,2017,4
LA PAZ,VIACHA,2017,12
TARIJA,VILLA MONTES,2017,31
LA PAZ,JESUS DE MACHACA,2017,8
SANTA CRUZ,SANTA ROSA DEL SARA,2017,11
LA PAZ,IRUPANA (VILLA DE LANZA),2017,10
LA PAZ,TIAWANACU,2017,5
COCAHBAMBA,TOLATA,2017,3
LA PAZ,GRAL. J.J. PEREZ  (CHARAZANI),2017,8
SANTA CRUZ,SAN PEDRO,2017,9
POTOSI,TORO TORO,2017,10
POTOSI,SAN PEDRO DE QUEMES,2017,1
SANTA CRUZ,BUENA VISTA,2017,12
COCAHBAMBA,VILA VILA,2017,5
CHUQUISACA,PRESTO,2017,8
LA PAZ,GUANAY,2017,7
POTOSI,TOMAVE,2017,16
LA PAZ,TACACOMA,2017,5
LA PAZ,HUMANATA,2017,3
LA PAZ,TEOPONTE,2017,8
COCAHBAMBA,TOTORA(CBBA),2017,9
LA PAZ,GUAQUI,2017,4
SANTA CRUZ,SAN RAFAEL,2017,2
BENI,SAN BORJA,2017,17
CHUQUISACA,POROMA,2017,22
SANTA CRUZ,BOYUIBE,2017,7
SANTA CRUZ,ASCENCION DE GUARAYOS,2017,12
POTOSI,TINGUIPAYA,2017,18
POTOSI,TACOBAMBA,2017,10
LA PAZ,HUARINA,2017,2
LA PAZ,HUATAJATA,2017,4
LA PAZ,TARACO,2017,4
POTOSI,TAHUA,2017,3
LA PAZ,ICHOCA,2017,4
SANTA CRUZ,CARMEN RIVERO TORREZ,2017,6
SANTA CRUZ,SANTA CRUZ DE LA SIERRA,2017,225
LA PAZ,ESCOMA,2017,3
POTOSI,VITICHI,2017,13
LA PAZ,COROICO,2017,6
POTOSI,SAN ANTONIO DE ESMORUCO,2017,4
LA PAZ,TITO YUPANQUI (PARQUIPUJIO),2017,2
COCAHBAMBA,TIRAQUE (CBBA),2017,14
SANTA CRUZ,SAN RAMON SCZ,2017,1
SANTA CRUZ,SAN MATIAS,2017,12
LA PAZ,CURVA,2017,3
POTOSI,VILLAZON,2017,21
POTOSI,SAN PABLO DE LIPEZ,2017,11
SANTA CRUZ,CAMIRI,2017,18
CHUQUISACA,SAN LUCAS,2017,29
POTOSI,UYUNI,2017,23
LA PAZ,DESAGUADERO,2017,2
COCAHBAMBA,VILLA RIVERO,2017,5
LA PAZ,SORATA,2017,10
LA PAZ,TIPUANI,2017,4
BENI,SAN ANDRES,2017,16
LA PAZ,EL ALTO,2017,104
LA PAZ,INQUISIVI,2017,12
COCAHBAMBA,TOCO,2017,5
POTOSI,SAN PEDRO DE BUENA VISTA,2017,17
SANTA CRUZ,SAN MIGUEL DE VELASCO,2017,3
TARIJA,YUNCHARA,2017,7
SANTA CRUZ,CABEZAS,2017,9
POTOSI,UNCIA,2017,6
BENI,SAN IGNACIO,2017,33
POTOSI,TUPIZA,2017,53
COCAHBAMBA,TARATA,2017,5
BENI,PUERTO SILES,2017,3
LA PAZ,YACO,2017,9
ORURO,CURAHUARA DE CARANGAS,2017,4
SANTA CRUZ,PUCARA,2017,3
LA PAZ,ACHACACHI,2017,19
ORURO,EL CHORO,2017,6
COCAHBAMBA,POJO (CBBA),2017,10
COCAHBAMBA,CLIZA,2017,5
SANTA CRUZ,LAGUNILLAS,2017,8
CHUQUISACA,VILLA VACA GUZMAN (MUYUPAMPA),2017,11
ORURO,YUNGUYO DE LITORAL,2017,1
ORURO,ESCARA,2017,1
SANTA CRUZ,POSTRER VALLE,2017,5
COCAHBAMBA,COCAPATA,2017,18
ORURO,TURCO,2017,6
ORURO,ESMERALDA,2017,1
COCAHBAMBA,POCONA,2017,16
LA PAZ,ACHOCALLA,2017,3
SANTA CRUZ,MAIRANA,2017,5
BENI,GUAYARAMERIN,2017,23
COCAHBAMBA,CHIMORE,2017,12
LA PAZ,AUCAPATA,2017,6
SANTA CRUZ,PUERTO SUAREZ,2017,10
BENI,HUARACAJE,2017,3
ORURO,COIPASA,2017,1
LA PAZ,APOLO,2017,7
COCAHBAMBA,PUNATA,2017,10
CHUQUISACA,VILLA SERRANO,2017,8
COCAHBAMBA,CAPINOTA,2017,7
SANTA CRUZ,GUTIERREZ,2017,12
LA PAZ,ANCORAIMES,2017,7
ORURO,CORQUE,2017,12
SANTA CRUZ,PUERTO QUIJARRO,2017,8
ORURO,CRUZ DE MACHACAMARCA,2017,1
LA PAZ,ALTO BENI,2017,11
COCAHBAMBA,PUERTO VILLARROEL,2017,25
SANTA CRUZ,LA GUARDIA,2017,11
ORURO,EUCALIPTUS,2017,3
ORURO,TOTORA(ORR),2017,10
SANTA CRUZ,PORTACHUELO,2017,5
COCAHBAMBA,COLOMI,2017,9
ORURO,SANTIAGO DE HUARI,2017,7
ORURO,MACHACAMARCA,2017,3
ORURO,ORURO,2017,56
CHUQUISACA,YOTALA,2017,10
ORURO,SALINAS DE GARCI MENDOZA,2017,7
COCAHBAMBA,MIZQUE,2017,15
SANTA CRUZ,PAILON,2017,9
SANTA CRUZ,MORO MORO,2017,5
COCAHBAMBA,CUCHUMUELA (V. G. VILLARROEL),2017,2
ORURO,SABAYA,2017,6
ORURO,PAMPA AULLAGAS,2017,3
ORURO,PAZNA,2017,7
ORURO,POOPO,2017,5
COCAHBAMBA,ENTRE RIOS CBBA,2017,9
BENI,BAURES,2017,9
SANTA CRUZ,PAMPA GRANDE,2017,6
COCAHBAMBA,MOROCHATA,2017,4
ORURO,SANTUARIO DE QUILLACAS,2017,3
BENI,EXALTACION,2017,4
COCAHBAMBA,COCHABAMBA,2017,133
ORURO,TOLEDO,2017,8
ORURO,HUACHACALLA,2017,1
COCAHBAMBA,PASORAPA,2017,5
ORURO,TODOS SANTOS,2017,1
ORURO,HUANUNI,2017,8
SANTA CRUZ,GENERAL SAAVEDRA,2017,10
CHUQUISACA,YAMPARAEZ,2017,9
SANTA CRUZ,MINEROS,2017,6
COCAHBAMBA,COLCAPIRHUA,2017,4
ORURO,SORACACHI,2017,11
ORURO,HUAYLLAMARCA,2017,9
COCAHBAMBA,OMEREQUE,2017,7
SANTA CRUZ,MONTERO,2017,27
ORURO,LA RIVERA,2017,1
SANTA CRUZ,PORONGO,2017,10
PANDO,INGAVI (HUMAITA),2017,2
COCAHBAMBA,BOLIVAR,2017,5
COCAHBAMBA,QUILLACOLLO,2017,14
SANTA CRUZ,SAN CARLOS,2017,7
SANTA CRUZ,COTOCA,2017,13
POTOSI,RAVELO,2017,14
PANDO,PUERTO RICO,2017,3
LA PAZ,CHARANA,2017,3
COCAHBAMBA,SICAYA,2017,3
COCAHBAMBA,ALALAY,2017,6
PANDO,SAN LORENZO(PND),2017,7
LA PAZ,CHACARILLA,2017,2
SANTA CRUZ,CUATRO CANADAS,2017,8
CHUQUISACA,TARVITA,2017,12
SANTA CRUZ,SAN ANTONIO DE LOMERIO,2017,6
LA PAZ,CATACORA,2017,2
PANDO,SAN PEDRO(PND),2017,5
COCAHBAMBA,SHINAOTA,2017,9
LA PAZ,CHUA COCANI,2017,3
COCAHBAMBA,ANZALDO,2017,12
PANDO,PUERTO GONZALO MORENO,2017,9
COCAHBAMBA,SIPE SIPE,2017,8
LA PAZ,COLQUENCHA,2017,4
SANTA CRUZ,SAN JAVIER(STC),2017,1
SANTA CRUZ,COMARAPA,2017,10
PANDO,NACEBE (SANTA ROSA DEL ABUNA),2017,3
LA PAZ,COLLANA,2017,4
COCAHBAMBA,TACACHI,2017,2
PANDO,NUEVO MANOA (NUEVA ESPERANZA),2017,4
LA PAZ,YANACACHI,2017,5
LA PAZ,CHUMA,2017,7
SANTA CRUZ,CONCEPCION,2017,7
BENI,REYES,2017,8
CHUQUISACA,TARABUCO,2017,11
SANTA CRUZ,SAN IGNACIO DE VELASCO,2017,21
PANDO,PORVENIR,2017,2
LA PAZ,CHULUMANI (V. DE LA LIBERTAD),2017,6
COCAHBAMBA,AIQUILE,2017,9
LA PAZ,CARANAVI,2017,17
PANDO,SENA,2017,5
SANTA CRUZ,SAMAIPATA,2017,5
COCAHBAMBA,ARQUE,2017,10
SANTA CRUZ,EL TORNO,2017,20
LA PAZ,CAIROMA,2017,10
BENI,LORETO,2017,8
ORURO,CARANGAS,2017,1
LA PAZ,BATALLAS,2017,5
COCAHBAMBA,SACABA,2017,30
CHUQUISACA,VILLA CHARCAS,2017,11
SANTA CRUZ,FERNANDEZ ALONSO,2017,4
SANTA CRUZ,QUIRUSILLAS,2017,3
COCAHBAMBA,AYOPAYA (V. DE INDEPENDENCIA),2017,22
LA PAZ,AYO AYO,2017,4
ORURO,CHALLAPATA,2017,16
ORURO,CHIPAYA,2017,2
LA PAZ,AYATA,2017,5
COCAHBAMBA,SACABAMBA,2017,6
ORURO,CARACOLLO,2017,11
SANTA CRUZ,ROBORE,2017,7
LA PAZ,CAJUATA,2017,6
SANTA CRUZ,CUEVO,2017,6
PANDO,VILLA NUEVA (LOMA ALTA),2017,7
LA PAZ,CAQUIAVIRI,2017,10
COCAHBAMBA,SANTIVANES,2017,5
BENI,MAGDALENA,2017,12
COCAHBAMBA,ARANI,2017,6
ORURO,ANDAMARCA,2017,7
ORURO,CHOQUE COTA,2017,1
LA PAZ,CALAMARCA,2017,6
SANTA CRUZ,EL PUENTE(STC),2017,7
SANTA CRUZ,SAIPINA,2017,6
COCAHBAMBA,ARBIETO,2017,8
LA PAZ,CALACOTO,2017,7
ORURO,ANTEQUERA,2017,3
COCAHBAMBA,SAN BENITO,2017,5
